id,name,artist_popularity,followers,genre,total_streams,total_saves,total_shares,listener_growth_rate
0mopUs7SL5szuPOcOsS73A,Georgie Fame & The Blue Flames,29,10550,british blues,2918528,346626,34363,0.19
5ac41g3jUH9rBoe6zawiaB,The Lancashire Hotpots,29,14904,british comedy,5557955,484632,40397,0.37
7rXo5QTwwFBYZ5Z3veUVg8,Texas Is The Reason,29,36138,emo,4564178,410563,40304,0.3
7hsuVq0DQonl3PnP7qkfvP,The Sapphires,29,4743,brill building pop,4448707,377345,49062,0.18
1U7SiJjX2xOz8I0QFCEeDK,Paolo Ferrara,29,11653,spanish techno,4973988,307252,50516,0.28
5AcIoQwjyBFFjzxh8UAQlj,Mother Falcon,29,28867,austindie,3080689,309726,39097,0.39
3lspjc5pri1bNeok8vsG5E,Fresh Life Worship,29,16959,anthem worship,4977641,534639,47487,0.39
7gOIcm4Mhn5wiKDUt7vY36,Dilby,29,4268,nz electronic,4446863,437958,57067,0.39
1VFYpTpgmp7ANXqok2dTg3,The Body,29,57243,death industrial,3397828,343480,37426,0.33
5FKABVMDKiED2mhi8bFSVx,First State,29,20129,dutch trance,4433243,415252,55820,0.25
20gYC2p1pQX075rBaOOgGP,Wan Thitima,29,17114,classic thai pop,4565355,381296,40980,0.18
5R76YG5aRtZcXohk9NUju2,Rev. Timothy Wright,29,56539,gospel,3733620,347970,47055,0.23
3c8YvfkS0P01LGTynw582C,Asian Traditional Music,29,9562,chinese traditional,4087798,368652,29630,0.22
6UL36cjbjKULoNZzMHrif6,Musica para Meditar,29,19441,musica de fondo,5407475,320312,33892,0.42
2LLoV50BjWiUio4K2t4fGN,Lapili,29,19416,rap latina,4998242,477078,36258,0.19
4l65AlrXvlx2y500dqKcI2,Cristy Lane,29,5310,country gospel,4513623,538390,50308,0.15
3K0u138EjCuhbWEwUnGwmu,Roets,29,4621,dutch hip hop,5145873,503640,46815,0.37
4hX5bnF8mzbfHS8v9uHOwk,Flight Paths,29,13908,gymcore,3359801,540534,51901,0.38
552SWmdxvYk7tpaizbQlhO,WDNG Crshrs,29,16522,atl hip hop,5692493,421393,29096,0.2
2J0gmf5wvuKOImyWFuvTv5,Unspokenviews,29,1476,oc rap,3846467,559307,29353,0.21
05ycwBAg6CYEweEbZgAYeT,Sukrit Wisetkaew,30,121723,thai pop,3334289,389278,34999,0.3
2ilDS07rnwdAstfI0xLGKb,Ernstly Etienne,30,2752,pop worship,3979410,345609,46520,0.16
36JJbH66Q0tZbKcnjvliDT,Wubbaduck,30,24913,gaming dubstep,5962026,343641,42312,0.4
56Z4uEVUQTmYESTHyrPECN,Alap Desai,30,8480,gujarati garba,4383407,578000,58771,0.41
4lOwCvuSv7ickecVE7dUBk,4lienetic,30,9330,chillstep,4460885,557778,47772,0.37
7CINZTW4RTKs0n2fAvIoqq,Xtha,30,8154,pixel,3613873,310873,58486,0.21
2kUUaHnVe0rRarZqRZgHEY,Sharon Redd,30,31084,boogie,4893833,431775,34922,0.27
1w2bfb8QyKJRAJkvHILWVg,裘海正,30,5725,classic mandopop,5932782,363015,59913,0.19
2izm16Jd9ifkaqR5fxzlTK,Dorinda Clark-Cole,30,115848,gospel,5849927,593437,47283,0.29
5cdRW3M7PAo9EAB0qYk8bU,Swerzie,30,24881,dark trap,3986177,577082,54126,0.3
3Uvzk4iffO4mvchgRNJjbs,Audiojack,30,32659,deep disco house,4831272,439460,42732,0.2
0Adi1C37oMa2axoBWcMtxq,Bucky Pizzarelli,30,7857,jazz guitar,3153781,350230,40898,0.37
2LOTVIYY3MUcBzUPyy8kzw,The Hipster Orchestra,30,18028,classify,3650232,471098,38338,0.16
4kRrzJmZYK395DI4VdSmAo,Los Santaneros,30,10022,chicano rap,4920622,400365,58069,0.3
1YNEZ3IgmO0py6wekmwMxE,Derek Warfield,30,8664,irish folk,4509342,387520,36831,0.32
6AoVAVoJmW1VsrcTQ63Til,Segun Akinola,31,3870,orchestral soundtrack,5303500,385278,41373,0.17
3kGhAL9j1WyNjNkWTRQd8T,Atlas Sound,31,108393,atlanta indie,4642794,385047,38530,0.46
7FufRSScdhlfHyTz0aFsTc,Amanda Fagan,31,22598,pixel,4101036,391994,45533,0.4
4Mi0HRJHfc50a8ZmdvitZv,ZenLifeRelax,31,6798,432hz,3734090,468255,38835,0.25
0a85EJEd3a9RGM9ops09rZ,Billy Lee Riley,31,28871,arkansas country,3388246,455714,54064,0.27
6gCwR8CCL5jkaCNcmw26rI,Triptides,31,18720,indie garage rock,5612141,419988,31693,0.4
0hGzB35FiKuH87AIIHwrVb,Marvin Sease,31,106853,southern soul,6047316,566238,46539,0.31
6tberbrKFcndFNn2Yj2Ber,Zen Méditation Ambiance,31,9344,zen,3937336,540770,61544,0.39
3bIAUCN08OjlkGrqRjJDji,Playa,31,55756,contemporary r&b,4595671,323173,47265,0.24
0XKPHX4BZDrtSEr3Pd1Q4k,Karen Elson,31,31841,british singer-songwriter,4916360,576317,42181,0.31
7tycJ8FDKH2GES20CnUa4D,GT Garza,31,20727,chicano rap,4512037,573678,33056,0.19
5LEK1kaklDfReP092sVvGd,Bruno Pernadas,31,43128,portuguese indie,5457848,588119,34589,0.2
3TUYqYNCqgqeqkBZVyxEi6,The Louvin Brothers,31,33268,appalachian folk,3835409,413634,54036,0.23
0HEAqFUled7OyqMxEATI1Q,Eddie Rath,31,6752,anime rap,3771511,530849,51409,0.26
0HrOhPmbqaxsuRlfJ5SExg,American Pleasure Club,31,36771,lo-fi indie,4416027,393978,34621,0.16
33itzdcS4y00FCGR23sleH,Mioko Yamaguchi,31,6754,classic city pop,4432462,420258,53701,0.2
1owt6WYWjy94FlqNcj1x4U,Chamras Saewataporn,31,2842,thai instrumental,5369584,450765,34797,0.46
68EkPt5iRraARf9QgW093I,The Travelin' McCourys,31,16365,bluegrass,5989138,355472,32217,0.45
1IDLHVDUKWnQ92dgvar9es,Yosef Karduner,31,24451,israeli singer-songwriter,4721201,471784,37628,0.32
6w9iqkoyGAs9PRssKIvq9G,LeMarquis,31,10094,new french touch,3967392,371798,47058,0.4
02frazNrWgZCxUEf4UTfHt,Van Der Graaf Generator,31,131512,art rock,4085531,371719,61598,0.45
6FIaadxhvDeZI4RAd06Dnx,Lifeway Kids Worship,31,5239,vbs,4901533,527722,45109,0.2
1Mhq1g88z5a6wYqaAoYpIA,Anzan,31,2422,zen,3813590,389290,33490,0.42
5phpqqI3Eo7iLP8ib64gFs,Karma2zz,31,3374,st louis drill,3860271,353501,38023,0.21
5ZKdNe6j8vkgseAJ8odrTU,Scroodgee,31,116252,kavkaz,3334431,493834,50724,0.31
1FnXdcrVS4P3DLUiDbohHB,Chen Lei,31,19152,classic mandopop,6091577,608572,39462,0.45
3wzxasxU7kQxHPr0ky5rJq,Candyland,31,16117,complextro,4719450,509563,42560,0.17
7p8ahUHgDDCdDv552Kq2nH,CrocoJonny,31,3209,drill italiana,3863125,316645,36660,0.39
6GuRYj1MEnu1WZhDA2Xy0t,The London Suede,32,27167,britpop,6124282,505159,34000,0.46
76ses8Vy3hRpmyHgWl8lQm,Bachar Mar-Khalifé,32,32490,arab alternative,3718141,544020,63075,0.31
2FiRV4AeJUGaW98BhDIAKI,Tha Alkaholiks,32,132227,alternative hip hop,4189899,507545,39273,0.23
7Bew05FkOs0PKwsMEYeseg,Zawanbeats,32,9816,meyxana,4487725,325528,63122,0.18
07tYu4BGrfeogBobCefkHI,Les McCann,32,35603,jazz funk,6150239,556559,39526,0.4
1to02GbmzsvkwAWDtKNtwn,Faders,32,10558,full on,4131394,529168,49681,0.17
7L5HH5QtkDe7u2hJ1FUKFo,The Unicorns,32,83624,anti-folk,5600126,455842,37832,0.33
1isjL7whJKI0FmlHg73tH8,Mantra Yoga Music Oasis,32,13485,yoga,4400584,400202,48246,0.33
5XFVantXu2sd3CQ5xY1WW4,Roc Chen,32,3018,chinese soundtrack,4332624,639077,39798,0.33
6Ec85Uubz3lO7BIEvcBfZK,The Reverend Peyton's Big Damn Band,32,47975,deathgrass,5922290,452593,52838,0.26
1wLFDPkWkMl7bNZvhmhxsG,The Man Who,32,33013,modern alternative rock,6224156,562548,53862,0.27
35rRbEecpKHkVVYnp7RArh,ZYTOKINE,32,3959,touhou,4982658,512878,43444,0.3
0wQa1N4q3HmLwxqkpVcYhs,David Maxim Micic,33,79114,djent,5786068,482812,40242,0.18
3wFzTRAvCLEACzbRmgBEHx,Omeretta the Great,33,144110,trap queen,4084535,497555,44762,0.19
7lmde7T1WJPFwv1eR6melP,Superchunk,33,74663,alternative pop,3794994,577327,46168,0.37
3Lwh1bdPJLqalxEUH5RANE,Joseph McFashion,33,16205,detroit trap,6461610,372116,56735,0.26
5uv6BYoPhTJPZ9KE6QxyTo,Phillip Keveren & David Angell,33,8554,instrumental worship,5032791,482538,36482,0.25
2NtGOVTuHBMDfR5PMNPBGT,Dee Dee Sharp,33,35638,classic girl group,6590982,574272,59799,0.4
121Q6oslYCMBYZHhOFL1RB,Richard Hell,33,91798,early us punk,4158759,419771,61965,0.47
5LivRVTfsZa2k6FV0017fi,Zoi,33,45036,turbo folk,4267098,511505,59365,0.21
52y1cRHUkI0kQqIXCg6JuZ,Johnny Kidd & The Pirates,33,23890,british invasion,3857243,620214,61188,0.41
6H8jET1St5P6r0RywNOzDC,p2k dadiddy,33,5868,southern soul blues,5589199,458499,35076,0.22
1mjqymUKo7KbLtvfYD386t,Anchor + Bell,33,2793,indiecoustica,4157902,500184,47415,0.35
4O6RDLeFX5xuQ7IePFzVcl,Demons & Wizards,34,123086,fantasy metal,6313905,514766,61407,0.49
1f5QPXLfjlzlG77lCkdl0W,Henry Saiz,34,43376,classic progressive house,4035395,656134,59374,0.39
4ApdWjZjftqD77Vh6qDbCr,Pedro The Lion,34,66617,emo,4899677,589957,39384,0.42
04ka9403wgTxmWFMY1PD5t,Judith Hill,34,52225,neo soul,3729899,539253,42697,0.26
5SDOrz6Zieh0kqMhQHjxF0,DJ Fudge,34,9545,deep house,3838546,388903,53747,0.24
39aV9if9R4QuPZxrJsxc9a,The Monotones,34,20499,doo-wop,5498321,625139,51717,0.19
1WOhabhnnH1k6KcD81xGD1,Airiel,34,50560,american shoegaze,4358427,603355,37662,0.25
5EmSSYID5WjlrKDf5Sv0ck,Pindos Atletico,34,6958,greek drill,5385592,494626,63421,0.31
2ZmLTdyp3OYw418egRLHkk,Lilo Key,34,12514,deep underground hip hop,3427439,340414,45651,0.18
5F6RXixH6tg6wxOoZblmhS,Nikita Magaloff,34,2916,classical piano,4081540,401714,45092,0.25
70Wt3o0gTumIypKychnX6U,Payroll Giovanni & Cardo,34,31885,detroit trap,5149256,551603,56002,0.28
0LDtzVn1n8eZTeo7jNby5f,Ricao,34,2519,rumba,6252515,587912,42293,0.51
2Icsf5D1lAs2EFx6kggg5D,Jeffrey Lewis,34,53032,anti-folk,4119653,540309,67584,0.3
1wcleSLRiSdM4P0ugXdg3H,Space Wizard,34,16983,downtempo bass,4723354,424122,59852,0.26
5qJPwmFhAXtQZfxmvmZJmO,Cosmic Nirvana,34,75,singing bowl,6104524,387414,39431,0.45
2li1Vgd8pkYdLOwhod6kEG,Lil Ru,34,5733,atl hip hop,5283790,437569,64191,0.48
7IA63FK0TU9WZO5bPZS2hk,halfpastseven,34,2323,lo-fi jazzhop,5936819,346214,61240,0.41
4ZoQmoFXF0JJAMTcgopOjd,TRITICUM,35,8123,russian edm,4165442,420554,68679,0.45
36D0kxl3fMPvw8tK0SoSKS,Eddie Valero,35,7528,memphis hip hop,3712150,518990,45460,0.52
0vPHZqFce2oHEMQfTL6Ohc,Errol Allen,35,1598,anime rap,3902228,525614,51567,0.25
4tIQ6BeFRvYApoAyJmaeVC,Donna Fargo,35,80083,classic country pop,4286682,551372,55803,0.34
4U9hcIjDmGDdnNlfc3ebbJ,Shelly West,35,7708,classic country pop,4847165,447867,41635,0.3
3xPUYrDgDJb1lQ17YYwcfd,Masha Ali,35,55539,punjabi pop,6050654,476663,47925,0.49
555069AxgdlH7dl3ukV4An,The Ohio State University Marching Band,35,14892,college marching band,5851551,528055,35569,0.23
1p8A4FgZDL8Q7o6BO3NwJk,David Shawty,35,37360,glitchcore,3882930,683070,60281,0.27
3Pjo1vIMjTXaOCVI5YhB0l,Flevans,35,12757,bboy,3693844,587305,49595,0.31
2ISIE0MEDMdAF2LDMLrVD4,Da' T.R.U.T.H.,35,87394,christian hip hop,5091905,640300,37805,0.35
7sRcFMRopDFkNGMlbuXd4s,Swervyy,35,7647,cali rap,5028428,404992,57029,0.18
4mDyp9yRHugUnXvIBrt9xP,Cizzo,35,1642,danish hip hop,5572531,589623,49899,0.24
2bUYKdepfgDuZiRQJdvooU,Odd Chap,35,15137,electro swing,4252137,579344,59165,0.19
3jPbwZEofynIfjPNLrXTwd,Emilian,35,32396,romanian pop,6452906,448670,49876,0.22
6Uz3KziV0932zrV4awUYtE,Angie Who,35,1443,australian children's music,6262446,497547,57799,0.4
37OLe0mZxM6b92plhAhDHV,P9d,36,69493,thai hip hop,5406461,439546,56645,0.42
0GC1oqEWpiAjfE7jm5LQO5,Charles Lloyd,36,38865,contemporary jazz,5730698,522937,37677,0.4
595sSXSxt1PkbmEGTJjOaZ,Happy Baby Lullaby Band,36,1068,lullaby,6847195,650059,59327,0.23
1Rmh4YOuttbNyVthCkTokT,Passenger 10,36,15153,progressive electro house,4540158,372091,61898,0.27
5asON9x8VuygoVAZ4dupgp,RJ Lamont,36,8470,detroit hip hop,4074585,536543,66333,0.38
6BCpGC485tSshwjemmeAmd,The Scratch,36,21572,irish indie rock,4811381,681181,38689,0.44
6MDOtlMCzt4ysnLkixrlDe,ruzlxn,36,6113,necrotrap,5425480,504773,37624,0.21
5J7URjIP8aFmeSn2QwF9Au,TYuS,36,198086,trap soul,6016975,415071,51060,0.25
7vrrJ5YlL3I8XUrh1ktGJV,Anaal Nathrakh,36,104815,birmingham metal,6354314,398951,44722,0.3
0tgeIciWi8X9H6taJYRu0o,Mono & Nikitaman,36,58144,german reggae,6036483,481658,41099,0.39
0zdn1nNmOZXHZ9K28FvcFp,Matthew Herbert,36,35452,microhouse,4050715,673110,61604,0.42
41OiR6DTlbgJtrvqjKioMb,BLUE STEEL,36,4072,trap beats,4841992,644327,50352,0.19
5Nlk61jJwuFL7IO53cJJp4,OT The Real,36,11830,philly rap,6203376,405864,65707,0.29
16jnz1GU2KwCtBMc7zmClK,Mike Scott,36,9512,british folk,4404341,660275,50019,0.38
4Kr8tEhZ6ecAQnqxd7WkTb,Crypsis,36,34944,classic hardstyle,6142328,628499,65253,0.46
0TBbjAcKVKKc8QwMoHPI9f,HVZVRD,36,2837,g-house,4508259,505050,40220,0.26
2r1f1zkIjuQ7ETeJHsXpsc,Nils Petter Molvær,36,44852,ecm-style jazz,4775333,654573,57813,0.43
3BDtK6hrPUvgbfs6fEo2jQ,Saint Purple,36,8849,german cloud rap,5185822,429156,61825,0.25
4YguD206MPuadAlhnGppL3,Sarah and the Safe Word,36,20907,atlanta metal,3665654,577631,67532,0.32
4OGo8f0tdKloP3IZwvnLqt,Pretty Maids,36,83624,danish metal,4348006,709998,40060,0.23
2UhOFY5JHOo01QaWbvcIzE,Screwston,36,22440,chopped and screwed,4883480,373882,67038,0.23
6a3oGQA11oMCKPqYRcG7Nq,Kamran & Hooman,36,41779,afghan pop,4092627,590805,61386,0.21
6GLYG6CiVx1P5D8Qa6Ulyo,Death,36,89329,black punk,6780848,635073,60818,0.37
2qFe0FyUMK8XXoyOsfYJr2,SHeDAISY,36,357063,country,4119265,664782,60258,0.44
06tPmk0aHzCFK0T96YzXnN,The Blow Monkeys,37,73051,new romantic,4261012,457676,51194,0.36
6XFt0iOyYmGY19gn8upF5t,fats'e,37,61183,cloud rap,6918225,492042,51482,0.48
2RdnkH5txHb9c4vGwq0I31,Georgia Anne Muldrow,37,57360,alternative r&b,6825224,458787,45945,0.5
0eatcjNWvGuDEPNnjgPNn1,King Sunny Ade,37,76073,afrobeat,5531093,708752,43142,0.34
2PKm8aJ43kvEqtzTmggKdn,Doctor Who,37,33917,theme,6905846,718244,42600,0.49
4eR9k3I0YKCQUvvP2ojptw,Joan Shelley,37,32269,indie folk,5036903,690295,65980,0.43
5UjqeSp9dX6Nrge7WdDukr,Roni Size,37,92054,big beat,5635627,508518,68402,0.25
7eFa5ZzDWxhQK2WKIBF6AF,Red Hot Chilli Pipers,37,84470,bagpipe,4749982,619529,37009,0.28
3YOthLzFPTgp0fEtLRUoES,Al Dobson Jr.,37,9270,indie jazz,6217898,501919,70160,0.45
3ciUz1yuEMltCsRaiEPBA8,leon chang,37,30577,lo-fi vgm,7155840,401272,67747,0.44
5srbzu0tyZ1Wb1HgDOqVFj,Modera,37,3017,melodic house,4320304,428214,40412,0.19
7uWSNqvFk0TnPO9zKbzLI5,Chingo Bling,37,99555,chicano rap,5661214,566264,44866,0.21
11sAWrpIkFUPQlXoQqpeBV,Bill & Gloria Gaither,37,79485,southern gospel,5679088,734124,42815,0.32
5lvB2ZiSrNidq4GaFrWHK2,bugcried,38,9555,pink noise,5232380,677266,44446,0.47
2OfxY8WbbZZu7GiRJLb0P5,MUCC,38,114606,j-metal,6478932,442701,42472,0.32
6cmp7ut7okJAgJOSaMAVf3,Machinae Supremacy,38,65643,bitpop,7306032,662675,40843,0.29
3njugp9u10UHI45KO2Fxo5,Unción Tropical,38,28248,latin christian,7210652,630107,39384,0.35
0YNQuoFHti0UjsFm94aaXL,DECAP,38,23448,vapor twitch,4787470,622853,61748,0.54
3sS2Q1UZuUXL7TZSbQumDI,Approaching Nirvana,38,76657,antiviral pop,7285102,701071,55941,0.28
4hKUd7Y5CiAGqVk2Z4NV9P,Massage Therapy Music,38,13565,sleep,3963835,629756,53510,0.25
6AGdwtcgVgS9ecOpNfZCed,Dvice,38,154968,reggaeton flow,6177125,575039,46645,0.4
6hJ1WCK5GxmaYzmWWK7UiJ,Edward Higginbottom,38,2748,choral,7248293,523004,38353,0.49
6nxwdNlg4g7FrLZZB43n5v,Arawato,38,38232,venezuelan rock,5414882,634056,73643,0.42
69P1UFKEnZf2kt5F07Kp1a,林隆璇,38,1928,classic mandopop,6590671,515637,40716,0.52
0FtVISUJUZSWPU4LGeovTM,Rapossa,38,31587,ethnotronica,5658219,662616,68537,0.35
4dBOV77d0Fy9KcTZkieXcu,Whodini,38,254915,east coast hip hop,7502807,619903,71395,0.51
1h6ob3DaPqHakcGmqbzLWa,FMB DZ,38,97868,cali rap,6681896,729821,42041,0.29
5e4gmiVV4XkRfnXhqRBEOk,Flight,38,84226,texas latin rap,4975438,557351,75904,0.38
3B6M89h47V1ZxSJUYjL0ZO,Spa Relaxation & Spa,38,10214,spa,4862214,693824,43637,0.23
07pdmGwYuT4ZOVDAxR6njL,PEABOD,38,31049,christian hip hop,6255364,650914,44184,0.47
2Plkkomsc4DKawkCioLKjc,Uncle Tupelo,38,102620,alternative country,3970822,427820,49441,0.33
6TQW172m1l4Tf4Hp55ZdDm,Kofi Kinaata,38,277639,ghanaian hip hop,4598439,737484,74641,0.57
1yWG6rEJxrAMdIMhpo4L4C,Susan Salidor,38,1629,kindie rock,6548708,680842,40035,0.38
4kEAjV4pCBOkoowYYQydvO,Club Nouveau,38,171016,contemporary r&b,6528613,549604,54788,0.45
7r0Otd9dEStSVIxJ02ml5a,The Simpsons,38,40815,novelty,5177443,667051,70066,0.26
5a31Ij1sTxY9LUYVwgBp8m,Elvis Depressedly,38,103516,asheville indie,6514323,507707,39172,0.31
4yt002Vil1q4Vl9JOx48QG,David & Steve Gordon,38,10592,healing,5979454,522218,43444,0.37
7yTltkMBvChBkA86Tz8WfW,The Infamous Stringdusters,38,100981,bluegrass,6226929,593254,53213,0.48
1oS12A6K2S3AlWs3Yp7O11,Los Cantores de Bayamón,38,8699,puerto rican folk,6685451,622367,48585,0.23
1BwDWgdDJe3TJXLZkBkpsI,Tusse,38,39958,swedish pop,3926481,516448,39189,0.39
4QfP8q2uWxpH3iZFkwDI7b,Ricii Lompeurs,38,6914,g-house,6086190,526586,55347,0.51
64M65zWrppx0OjpN8KUhF6,Maffesfish,38,2039,anime score,5705802,415880,40599,0.46
3DmDJOQgrwlq8MxXGLeFvA,Babyfather,38,42966,fluxwork,3867046,598942,68417,0.24
1oM1vgebNTCZmVYwC3YYl8,Les Claypool,38,205710,funk metal,5459667,530269,62116,0.22
0Q2r9lJUuJk6SWpmdHLwpc,Sapphire,38,44754,otacore,4009886,466739,50759,0.39
0CW3aaY5gtWFStE6Vj6ZHI,dark cat,39,119584,kawaii future bass,7298243,540510,56458,0.56
1whjlG0NSaQytgDIWz10GS,Landon Pigg,39,45840,acoustic pop,4959950,555569,73374,0.31
5UVftEhSsIg0kkXlmfhB6M,Hot Hot Heat,39,127329,canadian rock,7554468,643643,60816,0.42
74JcB9y2kqee7Fm3rrlAe5,Furry Beats,39,135,lo-fi jazzhop,6702728,591047,40653,0.53
1md9aYaJ6Qt1FHypXICB5V,Emblem3,39,291702,post-teen pop,7710817,511163,50718,0.47
3HOkZ1yVuMiVJeH1sFjMQL,Meta Guacha,39,183665,cumbia villera,7489005,524378,43922,0.3
5NYEE4kgrEZPlM3DxUsTyc,Twin Temple,39,108622,la indie,5243966,779950,72548,0.39
5zbFRbEu3FDkqN4j1awLLO,Dev Lemons,39,57197,hyperpop,5190505,587881,77244,0.49
0G7OYsWptjRzVFT1AxP8TS,Levert,39,563057,contemporary r&b,6162949,392500,51313,0.24
1vaOLxWPpsv5LVsSHBy9tF,Jason Upton,39,184193,deep ccm,7150952,586469,63935,0.54
2qV7axHq9Jk7QqFcB3f05A,The Zutons,39,139597,british indie rock,6021002,443667,40111,0.44
74Dnr5flGLfLeyV85l0NUr,Willie Bobo,39,48035,afro-cuban percussion,4381921,633024,76564,0.39
1ShHSfgvLgJ4i26xcXB232,Pawl,39,4897,covertronica,7783033,638518,64175,0.58
2VhTBaV2Io9AJe661MUTEj,They Are Gutting a Body of Water,39,28883,american shoegaze,7726727,698606,75544,0.36
2zIenWuthqTgWumViRZCZV,Guttermouth,39,116282,punk,4747658,450789,63720,0.34
1YYlKQ8S26WxCvXg1ULKvC,Alvin Bruno,39,1462,tamil indie,6597830,516448,67420,0.35
4zoz0st7CqesHkO58AbJtl,Hazy,39,17603,ambient lo-fi,7556693,487338,54795,0.58
06MtOym27ALcfdtVOsRcaA,Emel,39,59283,arab alternative,5305113,636710,53057,0.25
1MI6YCbJfKv7EaTI8XcpM6,Mjuk,39,752,background music,6278960,520015,73159,0.31
75rSoy9VvZ5fhmAE2O4KL5,DJ Whoo Kid,39,67408,nyc rap,6578046,654978,50452,0.35
4byZW0sEv5RUoyQBfv7CPw,The Reverend Horton Heat,40,126892,classic texas country,4045171,653308,67828,0.29
0nyKVqkATGrYXA98ieTJr0,Billy Esteban,40,12569,ethnotronica,5706214,742149,47379,0.25
415CxUpa6CcHgLB9o7C4jJ,folkshilfe,40,39653,austropop,6075258,596605,72282,0.53
0qadSnl99IzsHDlG1BEwcb,DJ Maurice,40,7975,carnaval,4360299,616360,45273,0.26
726Dh6A5VyDfAAQxilT6A0,Amanda Palmer,40,161601,dark cabaret,4879506,552169,61275,0.59
3VvmUsYPzFheK2wJGKcXxp,The Correspondents,40,65583,electro swing,4166965,532410,45788,0.23
4E69riquObrTmBTVuF1b7B,graves,40,39128,bass trap,7579375,451440,47932,0.26
58AqJv0sDFPFnnBcLT8eeX,Bella Thorne,40,1110872,post-teen pop,5412619,613568,79623,0.58
05ZN3Mgw6026ilsQzehDxC,Vittorio Monti,40,9371,italian romanticism,6085846,552991,42190,0.42
1YwZlTKyH1RiGnCDb8O7TT,dodo,40,76108,j-rap,4417883,484729,44301,0.47
3v3VSKylQE69ztn5TUVlFE,Nile,40,228690,brutal death metal,6468126,521081,59295,0.49
6jSW7sg56cdW32xIqgPKZy,Dirty Rush & Gregor Es,40,17218,progressive house,7868580,576179,53493,0.42
19j0iFmJ5A6CMT0MVZZU4O,Kandace Springs,40,51662,contemporary vocal jazz,6324837,415746,56204,0.29
68609MOnEU86kVyMf26JnM,角巻わため,40,71608,japanese vtuber,7104665,693129,57320,0.31
6Zd7AjXsoLaweP9FHyudVC,Caligula's Horse,40,88922,djent,4613403,542158,60824,0.24
7ia4FaCVsbXvhVwagCJk7l,The Orwells,40,104294,indie garage rock,7069937,775972,57742,0.34
6GSLe8wDhKFqIPqsB1Ricg,Kira Willey,40,9723,children's folk,6004747,628605,54172,0.27
2blJ4Vh2V1STdZzcY72Nch,Phobia Isaac,40,440510,arabic hip hop,7583508,541920,72172,0.57
30rNCtpbgMaznRM9h8jlLv,Tia,40,112743,anime,5731919,486134,61584,0.21
3NfJ6VPVz0lf3jWy5F1N7g,Tag Team,40,49498,atlanta bass,5274453,501776,70924,0.45
5rv6OYiDFLm0gQ8wbihOib,Muddy Monk,41,52702,french indie pop,7519792,498015,70333,0.25
13CLZBR9RbwxLXRyh5m3MC,Greg Maroney,41,26101,new age piano,4935157,653456,59292,0.4
6HraHl4uwIQFixUu3J49BK,Crystal Skies,41,56534,melodic dubstep,7317203,726312,45632,0.45
54okLCsuAzwltG8zHECNpm,Hyro The Hero,41,39152,nu-metalcore,5988134,465862,63183,0.24
5rlTTe8s66xwopzOKJrA4n,Clash,41,210462,thai folk rock,6038310,805850,63293,0.41
3Zn6C68VCosoQrxu4D2Btr,nafla,41,182018,k-rap,7996286,726082,53358,0.58
1PFc84GHTYPL0G12JHh9Mc,Dannic,41,176908,dutch edm,6942255,688297,44632,0.42
03H3gcpif0GufJE8ybbcpn,Mellodees,41,4108,children's music,6548517,632453,75924,0.21
3SoOohS0zlj8nLdGmhrKA7,Olivver the Kid,41,47224,hopebeat,6391771,679413,56954,0.25
730ntnkLWwTRTuYtqvrKVP,Pollie Pop,41,30429,chopped and screwed,5161454,454966,49009,0.26
02g9Gf4gRw0qJfSZfLbwin,Los Niños Cantores De Prado,41,5068,cancion infantil latinoamericana,5032142,676842,50630,0.56
5O5V29YvM6AzAQ0rNt59fy,Karen Dalton,41,129623,ambient folk,5643259,791003,60897,0.48
5aS5b54NtRuGHbNol5aSCX,DJ Sequenza,41,4725,hands up,5025892,455491,41368,0.57
7mlwqVTcj8bEk17NVEXfTK,Kaen,41,73284,polish hip hop,4620723,498946,66676,0.58
5v6wlK6GCKVovWMbPqSHNy,Fireflight,41,287128,christian alternative rock,6595830,696894,66408,0.32
6qKNO74t6cNcytBKSunEcW,Cybertrash,41,11494,bedroom r&b,5281980,804243,43026,0.61
5A1EDnSFUMMfYX6XMBFNj6,Vanguard Sound,41,15719,japanese vgm,7649791,759744,61641,0.48
5xMtVcziLHpIwD9iNWPOM6,Casino Versus Japan,41,35620,abstract,8153284,761999,81584,0.32
1TlmLsx42aT281z8NWrKef,DillanPonders,41,22130,canadian hip hop,4350177,430455,64837,0.24
53Z2RNY4OYJ0Galu6AWzxF,Delirious?,41,101589,ccm,5532606,588609,41004,0.52
1ziRj7e5Tm72Qf2ag6jHed,Pap Chanel,41,19395,trap queen,6565894,692928,45691,0.3
7zpN81tVvPwlHcJSkSCyRa,Young Marco,41,27749,dutch experimental electronic,7117192,561305,56571,0.54
0hNjIdUHXWhd0dilzi6c12,Twiddle,42,111057,funk rock,4791976,817552,73833,0.3
5L9DgM2FSb2Ny1vfxfyYU8,Jeff Russo,42,26990,orchestral soundtrack,4694676,530072,66051,0.3
3U1ldHA1sIAPz4WfN3yJDW,Ajaey Shravan,42,2056,mollywood,4612208,776899,49113,0.49
7eKJvTFjE6m6199fa1RCYo,Burden,42,78887,maga rap,7653663,567578,50608,0.48
6T7mfQvCIdF31gzUGWRrJm,Relax musica zen club,42,20509,zen,7620768,716946,53666,0.63
